Material Composition,Fabrication Technique,Tensile Strength (MPa),Thermal Conductivity (W/m·K),Elastic Modulus (GPa),Density (g/cm³),Fiber Volume Fraction (%)
Graphene,Electrospinning,945.7258854123827,35.29377705567003,64.84897499418763,1.999659985360189,55.012421683646906
Graphene,Langmuir-Blodgett,1318.3383356344702,27.090676593009132,147.30945513219166,1.8005088214289429,56.39611091717643
Polymer Matrix,Langmuir-Blodgett,1273.6697713650497,20.00320252462993,149.72873627463764,1.8865209337461901,49.20756782479515
Polymer Matrix,Electrospinning,735.2977617763132,38.605418978328046,173.17395711206177,2.0413190281025164,45.27893063064632
Graphene,Langmuir-Blodgett,651.6904490692809,17.67701146590914,112.10949145852109,2.476358805707752,56.32477936351191
Graphene,Langmuir-Blodgett,889.2634629817701,35.33416162637394,101.95777910121011,2.1283316066264524,49.28360049512124
Polymer Matrix,Electrospinning,1383.2683472128847,27.221228389483084,146.77698213941122,1.6547361610062277,52.14351942599276
Graphene,Langmuir-Blodgett,591.4250741630032,22.766686573226885,181.9215977855158,2.3431440882350287,48.59182831879596
Graphene,Langmuir-Blodgett,1042.9140103443501,47.83929069949205,58.91841425919044,1.6814471972494656,47.92116821388053
Graphene,Electrospinning,588.807479403042,22.976300312591196,108.71636833021003,1.5387461989623668,53.42520974791865
Carbon Nanotubes,Langmuir-Blodgett,970.212121164239,23.90029496599873,207.462062986647,1.600209954110094,53.30687566405604
Graphene,Langmuir-Blodgett,626.7915121609823,44.82553456532684,146.83790840403543,2.2861217676528707,46.180483234674334
Carbon Nanotubes,Electrospinning,580.3369349993648,15.16173451501973,240.3651606801982,2.4018956750881237,43.779698134109964
Graphene,Electrospinning,690.8493330635847,14.322749985842442,223.5083458534805,1.7682032535749803,42.626487168900496
Polymer Matrix,Langmuir-Blodgett,755.2560193687661,21.3083113633801,118.78899574039903,1.9981097707721553,42.275572551442245
Carbon Nanotubes,Langmuir-Blodgett,776.2653791314248,33.66543693097839,195.25419909904556,2.097223015849818,56.35399608487844
Carbon Nanotubes,Electrospinning,1145.2679472473328,25.37200640440552,104.86169723115582,1.9186904160719533,45.72299266810269
Graphene,Langmuir-Blodgett,554.9818756228813,34.342179233427004,85.05929797201736,1.5653240186510353,53.57083831711321
Graphene,Langmuir-Blodgett,580.8090599053642,16.390025241777387,226.20407328928408,1.5566527386784808,45.748489721108584
Carbon Nanotubes,Langmuir-Blodgett,688.7061614792672,20.45803395069388,120.04985600763331,1.9403493640601968,53.335130030307084
Polymer Matrix,Electrospinning,1372.063069181422,32.606493352498866,90.68360853372681,2.297867651145725,59.68281772926877
Polymer Matrix,Langmuir-Blodgett,1128.6049260632328,18.685968090349295,242.99529992976537,1.5846297360052897,41.31913681974172
Graphene,Langmuir-Blodgett,1230.3696591879557,26.912185219617797,56.20576125810046,1.7056757138319643,53.07511975259589
Polymer Matrix,Electrospinning,870.3621555576592,32.90591507966759,123.37986994196054,1.7697678726007564,45.651653071668925
Polymer Matrix,Electrospinning,713.2203490700009,48.94603609123658,57.68357883915709,2.0591260187245934,41.657867086880785
Graphene,Electrospinning,537.9613609629127,13.195466315103728,150.82005938502152,1.5431960256237398,41.57951988476473
Polymer Matrix,Langmuir-Blodgett,988.5356199718922,28.4165591428362,130.23508422784374,2.3600428078549003,47.43328175250597
Graphene,Langmuir-Blodgett,1074.2809642273128,25.850838429685233,194.1337744174746,1.97072669857045,50.81222499268647
Carbon Nanotubes,Electrospinning,1397.0027943777118,42.969649978047116,240.80689773827137,1.9852325138073295,52.94588044769068
Graphene,Langmuir-Blodgett,1382.092978748994,46.01188476113737,153.93776782872996,1.8265190057225427,51.35055259997987
Carbon Nanotubes,Langmuir-Blodgett,924.6851584722549,46.2805267412546,107.0799154891735,1.7120025966587737,57.959105606837085
Carbon Nanotubes,Langmuir-Blodgett,923.5779290034621,25.00557252166375,224.4351277612527,1.8636690984230608,43.070681871515326
Polymer Matrix,Langmuir-Blodgett,661.1228967158337,22.18620587581928,170.907956150454,2.413400212356982,56.580131318387984
Polymer Matrix,Electrospinning,757.4489878425909,27.965490018203386,160.69690924293323,1.5942308297270191,50.56454550808131
Polymer Matrix,Electrospinning,1425.6635763208915,23.75945223887212,87.71493231811655,1.5607285891177445,57.211273865396095
Graphene,Langmuir-Blodgett,641.0360109352021,38.75403922272774,58.11830269422194,1.6144514139375532,48.5332667683963
Polymer Matrix,Electrospinning,1468.6995467436516,18.5428419451833,142.28098896653228,2.2769775349473482,49.63600399208589
Carbon Nanotubes,Langmuir-Blodgett,1004.7385502151965,36.34736336295525,155.60938538945334,1.5484164488296877,48.44634715605383
Polymer Matrix,Langmuir-Blodgett,956.6067747668311,47.079501324180036,75.41874498502727,1.8331652375485916,41.92931760136772
Polymer Matrix,Electrospinning,674.6383806863545,21.196542787844397,61.879325799524395,1.9248590351608805,42.900117603300316
Graphene,Electrospinning,1161.5412504824808,37.07562466355297,93.21606995697091,2.007111097262512,50.350592959127525
Graphene,Langmuir-Blodgett,959.8455183622478,15.742444862295134,62.619663080339265,1.5031992513615193,50.664179362755384
Carbon Nanotubes,Langmuir-Blodgett,870.6630679132213,14.855357683890364,61.227653369379766,1.9867653274121126,49.35596333986925
Graphene,Langmuir-Blodgett,764.5162185852919,14.62577912259464,138.83324588422008,1.6949243644102827,40.256900622400096
Polymer Matrix,Langmuir-Blodgett,566.486803014872,15.541126793813955,212.04883707282167,1.5978770029200478,50.11154810966984
Graphene,Electrospinning,1019.3281165510958,18.64659481237768,182.7976455327704,2.0332962835820787,42.67449416645243
Carbon Nanotubes,Electrospinning,812.9083330586368,32.51321982407177,185.88273145564457,2.2441491966102434,51.327468747715784
Polymer Matrix,Langmuir-Blodgett,1207.865203002772,40.6794259446215,102.48731275366151,2.4347495399662744,45.765469051836575
Carbon Nanotubes,Langmuir-Blodgett,1223.5223567491526,15.07428094843663,52.2208369879964,2.4126595034907083,59.82996526034495
Graphene,Electrospinning,832.1070115377964,44.80059762362899,140.12931826944532,1.8989966262399338,47.184970603604704
Graphene,Langmuir-Blodgett,1169.1206835667608,43.70865137720904,125.42483037463346,2.2040577508768933,56.416138184976376
Carbon Nanotubes,Electrospinning,758.6752402794943,39.09552106011566,239.44699985300758,2.195620218765898,44.91189239088988
Polymer Matrix,Langmuir-Blodgett,1227.173726242153,27.038631978458923,64.40390247586939,1.9121056606735118,43.7896971626711
Graphene,Electrospinning,516.077145545222,10.062289393021032,205.2838645695774,1.5982104032044515,44.42175767597351
Graphene,Langmuir-Blodgett,651.6087669853127,39.39059765201187,127.08323551536151,1.8820089152841972,46.66234070607134
Polymer Matrix,Langmuir-Blodgett,745.0086619074361,45.15944578705758,215.92396549388872,2.4923578824437747,56.977338782735856
Graphene,Langmuir-Blodgett,1272.9354869865065,23.41145504687448,148.98157926541876,2.055034680279258,55.27920348931326
Carbon Nanotubes,Electrospinning,566.3762530844085,38.71950244884475,214.100361709058,1.841391006210158,48.708557268060424
Graphene,Electrospinning,688.057143715531,12.481904574451267,143.369673630609,2.243814776863925,43.76178422670376
Graphene,Langmuir-Blodgett,858.624105505194,38.37979485886571,130.3719017044971,2.1863257920085215,40.974140890300475
Polymer Matrix,Langmuir-Blodgett,509.1749941529109,12.732340833955721,242.741699725974,2.078799912084083,52.370834759531654
Carbon Nanotubes,Langmuir-Blodgett,1262.1209753744085,33.48745343554728,123.77161883206662,2.1374326055466466,54.13504464616412
Polymer Matrix,Langmuir-Blodgett,1060.1051496721345,33.90213143581175,211.0600054984434,2.0849379101177132,52.12277604578891
Graphene,Electrospinning,1400.6793870200172,22.08626217695278,63.406520461265025,2.456277031785936,50.02508488783032
Graphene,Electrospinning,531.0310325449454,13.164909083069261,62.529723608358736,2.009133932386927,59.45725292107139
Polymer Matrix,Electrospinning,771.3906837663203,47.973390988497485,137.62163874118744,2.090190912971432,40.493271546204966
Polymer Matrix,Langmuir-Blodgett,1231.2516574367023,31.423096160664524,167.11403469625535,1.9716549478491963,59.768164963054204
Polymer Matrix,Langmuir-Blodgett,1175.1494194489744,33.1903250049545,171.7065969562381,2.1002222414552643,45.526291232990516
Carbon Nanotubes,Electrospinning,743.057440604708,34.60083556121894,57.27721728436001,2.3908269070976287,47.66289551658347
Graphene,Langmuir-Blodgett,1095.6877349680622,45.6419170770462,189.34799080088888,1.839754567223255,55.050678897434196
Polymer Matrix,Electrospinning,1293.7576531077539,12.410225781870302,75.98520002142328,1.9959028691425997,44.54229792955563
Graphene,Electrospinning,533.3807033346147,45.73151071410131,241.06899599594433,1.9486109555090323,54.19699236085022
Carbon Nanotubes,Electrospinning,1217.6283968694147,19.587060344450965,116.70975093542133,1.8979772816131708,46.6510186250743
Carbon Nanotubes,Electrospinning,752.0970651139755,13.118009983853899,102.28900629705885,2.321037238523932,58.81116332719806
Carbon Nanotubes,Langmuir-Blodgett,1447.8512885341324,36.29063408525326,108.25320347387674,1.7319451613685959,43.43414604758558
Carbon Nanotubes,Electrospinning,1038.2202213611083,49.07902577026734,237.47068807214075,1.9999180005626518,58.63567877361367
Graphene,Langmuir-Blodgett,533.3861826312811,12.289682652263835,146.56824210358218,2.4246344134789473,55.82146762889786
Carbon Nanotubes,Electrospinning,903.4306187825553,27.044872721494638,136.93595011838116,1.6612548234835127,43.40472667738684
Carbon Nanotubes,Electrospinning,1466.3118582194857,31.19138101375143,163.17964362305636,1.5046444865046507,47.75260113611837
Polymer Matrix,Electrospinning,1230.3729932442136,20.084758564139605,236.15238060819541,1.7652235659425073,42.085927225107454
Carbon Nanotubes,Electrospinning,800.4790036864622,49.31488596611872,111.66797258594154,2.4223113599154082,51.99441131888598
Polymer Matrix,Langmuir-Blodgett,1075.2672943138664,35.63852858415309,86.16400207824162,1.5876244736035052,59.21055630682224
Carbon Nanotubes,Langmuir-Blodgett,1099.1013556195962,43.774026913868454,169.0981865562499,1.6370744212455057,41.584618147359386
Carbon Nanotubes,Langmuir-Blodgett,523.3481607832102,26.631107278868544,148.33495445758467,1.8203397219583497,45.16226927075495
Polymer Matrix,Langmuir-Blodgett,678.833361249222,24.15823548579271,62.39365310033271,2.269703631401586,55.10713560853205
Carbon Nanotubes,Electrospinning,1051.7769383122277,32.12631579524369,154.38746497348825,2.2512807593102786,49.16631217700683
Graphene,Langmuir-Blodgett,902.752558490689,27.411137705065588,162.48357523671413,1.5870702855889958,46.77911316604338
Graphene,Langmuir-Blodgett,690.0378145201607,38.597922205471775,188.8301220355765,2.4338422940365234,52.02381162494157
Carbon Nanotubes,Electrospinning,1272.66873486417,20.63272360847179,249.10841591847966,1.7388188098969855,45.87942103514365
Graphene,Langmuir-Blodgett,988.9948806787627,27.983641243695985,134.31618970018295,1.7806367853443372,46.57714632604052
Polymer Matrix,Langmuir-Blodgett,809.9731423668491,45.80530989176239,152.04065459747946,1.8864177119249546,56.1222306468349
Carbon Nanotubes,Langmuir-Blodgett,661.6773464157459,40.244316013733176,65.00046240506896,2.1344927622863827,47.83167764576656
Carbon Nanotubes,Langmuir-Blodgett,1111.1633627916308,16.722806600715778,216.31761351402005,2.021309451881146,54.01114674898514
Polymer Matrix,Electrospinning,1166.2613026613708,45.4745931756639,69.63115945480692,2.428614900882684,43.01525487410686
Polymer Matrix,Electrospinning,1169.5972165770954,33.56066361780752,236.76600445868135,2.0646206556873157,47.976421718764904
Polymer Matrix,Langmuir-Blodgett,720.2873602887028,37.171487330899325,119.70006839542475,2.3570370322423075,51.03841358364213
Carbon Nanotubes,Electrospinning,1095.338407222352,21.770262633970642,117.516493603224,1.5782037998772633,45.34594303505533
Polymer Matrix,Langmuir-Blodgett,1405.4064648584276,27.6617705454263,115.7217961389881,2.3559019634203935,48.432029400703115
Polymer Matrix,Langmuir-Blodgett,853.1876007629875,42.272499156250035,240.0979191665083,1.697713151769658,55.196475297334544
Graphene,Langmuir-Blodgett,710.766932641844,23.227048750527285,246.02156135715154,1.8625546956901209,43.23009432366875
Graphene,Electrospinning,1272.149516020762,16.60246462040773,244.6480833506411,1.8198866347588556,50.01502411400236
Carbon Nanotubes,Electrospinning,676.8829401594514,25.132196519339224,190.95743000086455,1.8372815277128813,45.235637882789874
Graphene,Electrospinning,753.748720394892,12.768746696375523,72.21163195197306,2.4186811018571914,48.204765178845506
Graphene,Electrospinning,600.6443943119625,38.71425833939729,127.27244542542908,1.9415937225136912,47.507751894833234
Polymer Matrix,Electrospinning,767.8743160746692,15.909836350967911,107.86184279070679,1.7679682302063826,53.10680802116054
Polymer Matrix,Electrospinning,910.3350662149784,21.40503628243379,191.6779076872855,1.7944020031965935,55.34335823568779
Graphene,Langmuir-Blodgett,564.1578619429911,45.243240222155684,148.53089710202636,2.303336453887567,49.994753787143985
Graphene,Electrospinning,1371.7089108973005,31.619906318270843,173.30026975442877,2.0391143022269405,43.3317088569625
Graphene,Langmuir-Blodgett,1013.6747922166857,22.853537623859026,51.746215146477596,1.949497119076567,57.3724940586486
Carbon Nanotubes,Langmuir-Blodgett,1088.1036318885303,31.90667560059543,206.5728124187997,2.4268138856801196,43.7240402266765
Carbon Nanotubes,Electrospinning,871.2857564334545,18.731106385275574,240.4103673368925,2.4300077006242327,51.56901202760401
Carbon Nanotubes,Langmuir-Blodgett,1169.8352295539119,11.006925188224406,183.8746578645389,2.256118243365224,50.54604172156118
Graphene,Langmuir-Blodgett,931.7817358510308,34.14929915855212,220.3874793500487,2.018006513974564,45.733211814241216
Graphene,Langmuir-Blodgett,1261.313774539245,38.56503731138917,145.65007773833165,1.6166116400640838,59.0589341566897
Carbon Nanotubes,Electrospinning,1321.4021435154073,45.19127061783918,54.04161585773426,2.2079498349463904,53.533290861588924
Carbon Nanotubes,Electrospinning,1171.8491118865227,40.87533444258895,248.0938444634425,2.315112331157594,49.39962183367288
Graphene,Langmuir-Blodgett,991.3356191742305,47.0671080198206,61.76642999852848,2.352041667356443,48.86972748821833
Polymer Matrix,Electrospinning,1282.2693506022276,49.43813902171481,88.55484075608871,2.081865275019353,41.84909812713417
Carbon Nanotubes,Langmuir-Blodgett,994.2853114048492,39.79741790983193,60.48803011698802,2.1168390909165926,55.61361766713205
Graphene,Electrospinning,611.5099043695687,44.71693203321336,174.991680105797,2.209290941590516,41.672870792624
Graphene,Langmuir-Blodgett,616.3402232441063,36.94926012912739,166.64618053972794,2.373928874731844,44.01441562054068
Polymer Matrix,Langmuir-Blodgett,1448.5831396330013,16.837511648330764,91.93393083491335,1.545423908280262,43.289898410385085
Graphene,Electrospinning,713.5630084578761,17.2680970528914,241.33064826008643,2.063221945606878,41.3631164157397
Graphene,Electrospinning,1315.9249910219764,14.410378252610524,232.697259145934,1.86909619757248,56.591694455410455
Carbon Nanotubes,Electrospinning,746.7054072750285,47.71898879974094,105.96201171826965,2.3331592276068314,58.12589392813037
Carbon Nanotubes,Electrospinning,930.7800938568164,36.910067913575205,181.77295281456256,1.633811141613565,52.51035131952471
Polymer Matrix,Electrospinning,1154.948112098144,41.59639001862098,221.0466674349846,2.4097013553862525,57.555102628252
Polymer Matrix,Langmuir-Blodgett,658.8671728959041,23.246293472974568,121.95962131936699,1.6240066117214484,53.50126444899747
Graphene,Langmuir-Blodgett,1237.2464883638775,28.41686840307031,100.71649813543152,1.5893267066204446,53.70011311111179
Carbon Nanotubes,Langmuir-Blodgett,1189.9129725565383,11.591181273467711,101.2379884802831,1.8464991945226514,57.78942468091527
Polymer Matrix,Electrospinning,1043.082889105783,45.5602960174039,214.09129750578774,2.494724212687428,41.838572846236
Polymer Matrix,Electrospinning,1065.8897560424325,44.120137176464326,142.61404348794593,2.1338027215519473,41.09463196750535
Polymer Matrix,Langmuir-Blodgett,605.7717935215903,41.39245339457177,193.06760635489607,1.5264385691066686,41.07183151313206
Graphene,Langmuir-Blodgett,935.9491504351223,12.332082707247661,180.06015768727156,1.7492644395181365,48.35809727858018
Carbon Nanotubes,Langmuir-Blodgett,586.5713953576246,16.96998942309735,111.24514069091603,1.649165385729186,58.92788013468018
Polymer Matrix,Langmuir-Blodgett,807.8632910335107,23.366826310178457,91.61534061171423,1.5010042410870408,57.39864891275822
Carbon Nanotubes,Electrospinning,1400.3121410906335,20.522507013666868,75.1571020356096,2.014940771013357,55.63927009999074
Polymer Matrix,Langmuir-Blodgett,1074.533400554792,43.53839354124275,54.777123685850086,1.8811076709159331,48.07830434003415
Polymer Matrix,Electrospinning,1242.7034381526814,17.793430328024797,66.25128339573835,2.1132802423389263,56.48364925546702
Carbon Nanotubes,Langmuir-Blodgett,1073.8858673758923,31.28497861355898,101.24933489199132,1.7163642309906402,44.36980266402327
Carbon Nanotubes,Electrospinning,694.2367580066491,32.855243912772494,192.71992116612836,2.3310530865841903,51.707036142054704
Carbon Nanotubes,Electrospinning,1094.8083157798915,27.00047388650149,80.98378723820744,1.8831631561790625,54.91845657061478
Graphene,Electrospinning,1255.3880773055248,19.62751726921837,154.67907516598265,1.9829046967196982,41.84882137825807
Polymer Matrix,Electrospinning,638.4050028670275,48.41177163524526,99.0264136749106,2.2324859389561587,57.48271431642068
Graphene,Langmuir-Blodgett,1316.906710094585,26.5359696907609,152.3619563568371,1.666165122846282,54.54637956755006
Carbon Nanotubes,Langmuir-Blodgett,1055.3921789782958,39.09239982146659,200.00223509329817,1.762343380948681,50.66557625319192
Polymer Matrix,Langmuir-Blodgett,504.2752021687813,17.361859506249154,103.19622589133749,1.6547519958630708,41.248166826985276
Graphene,Electrospinning,1019.7784863379769,42.91244674144913,119.5797623467389,2.2680816128922934,53.89037525142731
Polymer Matrix,Langmuir-Blodgett,895.6714921368296,18.63567292934667,194.60011359166504,1.5975218144301826,48.94501240131315
Graphene,Langmuir-Blodgett,796.4465112899875,37.01226494292105,159.267619193199,1.9890029624614929,54.73354423118913
Carbon Nanotubes,Langmuir-Blodgett,1271.2572199178753,30.259840058900874,68.91332529059466,2.24990963767243,40.727407672401704
Graphene,Electrospinning,1399.4998836588509,15.86228563925706,201.63085384936957,2.0077618362632723,51.4951897826015
Polymer Matrix,Electrospinning,1262.6530893451102,10.99796784624309,105.48779851362553,2.008676895933695,48.940405153946216
Polymer Matrix,Electrospinning,1346.7725815908732,47.22993061527223,127.01154690837424,1.5636747478355626,48.5963066921641
Polymer Matrix,Langmuir-Blodgett,1408.780943211173,15.027620542581595,99.03538485800914,2.282861212356503,50.35144158495458
Polymer Matrix,Langmuir-Blodgett,1412.6293113764777,38.19805714747659,158.67140409436115,2.1040076894849364,42.47337681315612
Carbon Nanotubes,Langmuir-Blodgett,614.6381429967574,36.10739835787936,191.55366052492457,2.16751306138466,58.7090332556226
Graphene,Electrospinning,956.3854888871615,23.66880169794106,210.64327228210672,2.265799582914814,54.09404219214584
Carbon Nanotubes,Langmuir-Blodgett,500.2864743929103,17.415315982189142,234.42445536534245,2.0606178018704067,41.69698570595915
Carbon Nanotubes,Electrospinning,1006.4625847036725,17.133129978216594,121.84333033079315,2.008622996258295,41.58919228179442
Carbon Nanotubes,Electrospinning,1424.243934343791,33.41311412200956,236.5228461333197,2.163165240636684,44.21323737561548
Polymer Matrix,Electrospinning,699.1022903981734,31.87685178496182,173.39094885696107,2.4000081694893,44.794450031946496
Polymer Matrix,Electrospinning,1139.7866287665797,45.03740081400928,127.91890879849743,2.1384972297560294,49.84300586333033
Polymer Matrix,Langmuir-Blodgett,1144.3790464178937,35.60012313647745,227.45880973956378,2.288321750755109,50.72910823713038
Graphene,Langmuir-Blodgett,660.3539846877729,42.77099904322099,165.92590106017843,1.9802717518580453,42.916155943962174
Polymer Matrix,Electrospinning,738.5274393174603,11.296522498104352,140.85670573595405,2.089571940498104,59.47063920337462
Graphene,Langmuir-Blodgett,962.021783960241,36.839725881143806,52.30031006542717,1.6801496440327315,56.495378792322384
Polymer Matrix,Electrospinning,688.2093764543454,19.34834553718484,193.5015780183173,1.988518045926932,52.66975467798936
Polymer Matrix,Langmuir-Blodgett,1084.9939785245092,20.113558398628406,65.46959893976836,1.648889916971548,45.55811004267245
Carbon Nanotubes,Langmuir-Blodgett,984.541731022269,38.82306116357364,107.87856560438686,1.9670214461681488,58.206799266931725
Carbon Nanotubes,Electrospinning,1019.1981785123731,41.73731835299763,242.33886850320704,1.5649516836471928,46.304877093728194
Carbon Nanotubes,Electrospinning,634.4675528205553,24.869419005542106,81.04262102461028,2.0762073770478238,46.38474422293244
Graphene,Electrospinning,1017.2518254386434,41.603072674732246,112.3568711746492,1.786735447279912,47.05852046903031
Graphene,Electrospinning,549.4781910541393,27.749787014094224,236.46787196103062,2.3416438437891642,40.95870173312174
Polymer Matrix,Langmuir-Blodgett,1381.5352980116818,44.305813934815234,117.53676362137473,1.8762637284434833,41.237080357732644
Graphene,Electrospinning,843.2496908055924,10.996150887143706,115.7349951107322,2.4177732510080485,49.516065116986724
Polymer Matrix,Langmuir-Blodgett,1356.3373248357075,13.339802832594025,179.59091737963413,1.9728876380984635,57.635068156015734
Graphene,Electrospinning,1201.6563687448438,41.05407229070727,76.27144797296825,2.34887301672355,58.847495285564946
Graphene,Langmuir-Blodgett,1266.172589297181,34.96358511321329,244.55034194542867,1.7972714652560144,55.51436340342076
Graphene,Electrospinning,814.5444945389227,32.36081014542073,105.00452901088009,1.9516021180743328,48.08843585159354
Carbon Nanotubes,Langmuir-Blodgett,727.7439398340551,34.55915229354294,207.13776640155794,2.1336655177457193,46.20983096842544
Graphene,Langmuir-Blodgett,906.7405538411149,47.207625096886034,107.52287000435257,1.7586508900164328,44.31409134326633
Carbon Nanotubes,Langmuir-Blodgett,524.2258624127993,36.22148125752265,105.07448188569873,2.157328326476979,50.769000919067494
Carbon Nanotubes,Electrospinning,1418.7556768683494,35.899044666393436,61.50254161208299,1.7886023609081265,49.64921032067076
Graphene,Electrospinning,887.0142659661245,40.37883518824911,73.86413194386341,1.9842926730369856,49.33793484273408
Polymer Matrix,Electrospinning,1488.5566048435649,44.66482822559307,154.39346188951345,1.523369802284423,46.32445918101867
Polymer Matrix,Electrospinning,1261.449420807413,20.476499129534197,165.3686364218085,1.5781823221837907,51.638537693401645
Polymer Matrix,Langmuir-Blodgett,580.5150097993105,34.66995436933216,213.16870421280134,1.7271011914697778,52.158636101025515
Graphene,Langmuir-Blodgett,1160.188277842576,33.35899854209901,62.04303792918368,2.3064930026601806,57.503891885194044
Polymer Matrix,Langmuir-Blodgett,770.8391648379552,15.393979259933701,121.23003713495297,2.160384193451603,55.22806487465526
Carbon Nanotubes,Electrospinning,743.7186455813801,30.812678956428478,90.0317701307644,2.3934481270642793,46.597783537315564
Polymer Matrix,Langmuir-Blodgett,756.5626699032128,12.782020589618615,121.57550214436395,2.4047109205641655,47.59073792634396
Graphene,Langmuir-Blodgett,1416.0750486928168,17.398383496093587,120.86133325010321,1.8746714020062578,44.78999808574146
Polymer Matrix,Electrospinning,999.9801760713749,46.518523276727215,120.85595415074499,1.8675309061754364,43.417044325015056
Carbon Nanotubes,Electrospinning,1169.4708988116058,14.769727261693738,111.92668676167733,2.335743049598749,42.17783124750253
Graphene,Langmuir-Blodgett,780.9478257997007,33.156651993871776,202.79561953479185,1.9264432700684702,40.682409074315466
Polymer Matrix,Electrospinning,1022.9544551851181,22.939227839722946,187.94125739116194,2.357201304858277,48.35363396511233
Graphene,Electrospinning,850.1001382111898,32.2125316290645,118.29384572302048,2.005929835953964,59.182436927491416
Graphene,Electrospinning,821.1390403964008,19.398941698096124,79.29762048397176,1.9247131242350017,50.760233315933405
Graphene,Electrospinning,746.9688479702122,27.775178187106405,153.65607346819849,1.7790698977825294,54.84313763886234
Polymer Matrix,Langmuir-Blodgett,909.0068984934005,44.69333732593042,233.76952406097033,1.6264868444563723,47.95444588329664
Graphene,Langmuir-Blodgett,1160.030110630023,25.048679112774256,74.71186817198043,2.025902307477932,47.688107159656916
Polymer Matrix,Langmuir-Blodgett,722.043776067109,24.121237520037425,200.60596958997954,1.8252251152908436,42.504048956613566
Carbon Nanotubes,Langmuir-Blodgett,1465.4439868773502,27.84472317078661,169.87581242682376,1.7494402219854153,45.997027082390424
Polymer Matrix,Langmuir-Blodgett,624.6116764636666,14.019713769772611,167.7180250088546,1.6696601662850732,58.5734391452556
Carbon Nanotubes,Electrospinning,980.2072077214364,25.493880983522196,236.9314346090954,1.888622121171072,49.804030471035176
Polymer Matrix,Langmuir-Blodgett,585.0282163553494,10.276010025126624,241.18811745954827,2.0558727615442125,44.086853661785845
Graphene,Langmuir-Blodgett,522.66532106901,30.135885805958075,98.76794777116014,2.337025964123735,53.275074917525195
Polymer Matrix,Electrospinning,1422.6773196983634,43.917643166057175,211.6954065444736,2.3201900035385936,48.10895831510339
Graphene,Electrospinning,1310.384793950634,32.082924157905275,174.15984563070157,2.355063421175773,56.546679513204786
Carbon Nanotubes,Electrospinning,1194.1553731255583,34.30900712824078,131.7691180150316,2.076233615629095,41.85655084857056
Polymer Matrix,Langmuir-Blodgett,1365.1908131499447,11.222534850390655,183.1242619654772,2.0595499271312923,50.43615098496398
Graphene,Electrospinning,1302.8484229697287,44.380599204643005,241.193355255586,2.4051416694510803,56.02424261894046
Carbon Nanotubes,Electrospinning,1147.237720986392,25.400142112010343,153.37506736547996,1.7885469123966056,57.075661302522505
Carbon Nanotubes,Electrospinning,1347.3423257683692,48.99410722426827,238.01596731976957,1.6454505521041785,47.9269162247927
Polymer Matrix,Langmuir-Blodgett,890.8005534601052,14.8186147812104,178.57744713604774,1.5827747722571668,54.82082045693384
Carbon Nanotubes,Electrospinning,1052.751833235126,47.78687539140951,146.5818481608964,2.381044633509667,59.31419663477796
Graphene,Electrospinning,1276.3106529786455,35.37163625345292,178.83408804228483,1.8717732158593292,52.43855718555493
Carbon Nanotubes,Langmuir-Blodgett,584.7980162463466,12.093612011623765,170.5082090121217,1.9987262697678223,56.231800076549845
Carbon Nanotubes,Electrospinning,1358.6454671624838,48.86796311346925,134.33946818721233,2.303060046205131,51.474990947103905
Graphene,Langmuir-Blodgett,656.830455696605,10.554922725810565,162.49206869159713,1.8731680448683936,55.8042522736462
Carbon Nanotubes,Langmuir-Blodgett,1364.5412528975392,39.22800674763965,190.64973459221565,2.367954750593741,58.813970552455345
Carbon Nanotubes,Electrospinning,811.332871632927,45.58119793552378,217.77325848197412,1.821697869696767,54.229238478199036
Carbon Nanotubes,Langmuir-Blodgett,826.7828459692184,17.032462169206294,110.86614716454372,2.232382226337722,43.088573152235924
Carbon Nanotubes,Electrospinning,573.9486898697013,23.734287627912337,52.92958540085906,2.167369938487313,41.6384019678179
Graphene,Electrospinning,1385.8996238957495,32.44917362155441,160.24358037929466,1.7013461052586667,56.24173089373815
Carbon Nanotubes,Electrospinning,674.5104023908696,37.19237143379852,147.85683384394537,1.624497805314805,45.167327246119
Graphene,Electrospinning,1130.0499020370153,44.87503471178377,60.839760640553564,1.6115546733789827,57.50530265922447
Carbon Nanotubes,Langmuir-Blodgett,1143.9675992535222,40.442818835132236,176.50128200347103,2.150913835710492,43.92311614827477
Carbon Nanotubes,Electrospinning,781.151503414646,24.53324575275751,238.28007146861728,1.5129437610128473,58.22093403323049
Carbon Nanotubes,Electrospinning,1485.6609574568042,42.86879247146673,130.44635720022035,2.16067418611694,56.104309072539905
Carbon Nanotubes,Electrospinning,564.166218111085,48.64306884348053,228.87203784539045,2.281965768158537,57.62525825189992
Graphene,Langmuir-Blodgett,1107.8720109915184,19.079447249665442,212.62027163836916,1.8025102309209518,44.65414811099367
Graphene,Langmuir-Blodgett,979.543927457189,12.963823738177176,82.34325757484609,2.2457004976483903,57.570672965267306
Graphene,Electrospinning,745.4841071472747,27.06478927767584,207.45596695402818,1.6653862890450033,51.75119628916465
Polymer Matrix,Langmuir-Blodgett,663.5517113229464,45.25588415830204,153.34121630787695,2.460490947425591,41.68016469753407
Carbon Nanotubes,Langmuir-Blodgett,1237.0843581589866,16.01166019516779,233.72570408626393,1.7320661884820745,58.62081082329815
